Person i,X,Y,,,,
3717,0.681,1.427,,,,
3718,-1.120,-1.168,,,,
3719,-0.270,-0.102,,,,
3720,0.548,0.903,,,,
3721,1.107,1.157,,,,
3722,1.470,2.742,,,,
3723,0.598,1.250,,,,
3724,1.184,2.923,,,,
3725,0.067,-0.313,,,,
3726,0.797,1.264,,,,
3727,1.750,2.488,,,,
3728,2.554,3.833,,,,
3729,0.192,1.025,,,,
3730,2.155,3.468,,,,
3731,1.036,1.770,,,,
3732,1.083,1.442,,,,
3733,1.299,1.086,,,,
3734,0.014,0.112,,,,
3735,0.559,1.054,,,,
3736,1.875,1.979,,,,
3737,1.629,1.994,,,,
3738,-0.801,-0.183,,,,
3739,1.641,2.329,,,,
3740,-0.084,0.170,,,,
3741,-0.049,-0.330,,,,
3742,1.098,1.771,,,,
3743,-0.819,-2.380,,,,
3744,2.301,3.464,,,,
3745,-0.825,-1.509,,,,
3746,1.776,3.079,,,,
3747,0.433,1.485,,,,
3748,1.221,1.483,,,,
3749,1.355,1.905,,,,
3750,0.405,1.030,,,,
3751,1.084,1.623,,,,
3752,1.484,1.589,,,,
3753,3.393,4.576,,,,
3754,1.151,1.683,,,,
3755,0.575,0.875,,,,
3756,-0.115,-0.860,,,,
3757,0.434,0.395,,,,
3758,1.948,3.135,,,,
3759,0.544,1.344,,,,
3760,2.078,3.483,,,,
3761,3.314,6.419,,,,
3762,1.476,2.377,,,,
3763,-0.082,-0.466,,,,
3764,-0.110,-0.474,,,,
3765,3.518,4.113,,,,
3766,1.681,2.894,,,,
3767,2.207,2.860,,,,
3768,0.709,0.622,,,,
3769,-0.133,-0.269,,,,
3770,1.328,1.484,,,,
3771,1.118,1.711,,,,
3772,-0.582,-0.259,,,,
3773,0.920,1.116,,,,
3774,2.588,3.657,,,,
3775,0.084,-0.103,,,,
3776,0.921,1.204,,,,
3777,0.287,0.496,,,,
3778,0.269,0.358,,,,
3779,1.125,1.586,,,,
3780,0.534,0.317,,,,
3781,-1.065,-0.985,,,,
3782,1.987,2.328,,,,
3783,-0.094,-0.531,,,,
3784,0.735,0.977,,,,
3785,2.216,4.541,,,,
3786,1.998,3.970,,,,
3787,1.912,3.212,,,,
3788,-0.877,-0.775,,,,
3789,-0.350,-0.920,,,,
3790,1.368,2.216,,,,
3791,0.468,0.280,,,,
3792,1.422,1.573,,,,
3793,1.643,2.244,,,,
3794,0.937,1.172,,,,
3795,1.007,1.028,,,,
3796,2.501,3.306,,,,
3797,0.605,0.550,,,,
3798,0.693,1.741,,,,
3799,-0.084,0.236,,,,
3800,2.832,4.506,,,,
3801,0.985,0.785,,,,
3802,0.641,0.850,,,,
3803,1.121,2.204,,,,
3804,0.188,0.714,,,,
3805,1.952,4.060,,,,
3806,1.323,1.686,,,,
3807,0.532,1.292,,,,
3808,0.625,0.251,,,,
3809,2.443,3.845,,,,
3810,-0.575,-0.653,,,,
3811,1.009,1.869,,,,
3812,2.023,2.865,,,,
3813,1.634,2.053,,,,
3814,0.592,1.325,,,,
3815,0.155,-0.914,,,,
3816,1.546,2.633,,,,
3817,1.785,2.728,,,,
3818,2.216,3.463,,,,
3819,-0.412,-0.389,,,,
3820,1.143,1.831,,,,
3821,1.183,1.619,,,,
3822,2.350,3.476,,,,
3823,0.093,0.383,,,,
3824,-0.042,0.067,,,,
3825,0.702,0.933,,,,
3826,1.434,2.338,,,,
3827,-0.147,-0.830,,,,
3828,1.881,2.779,,,,
3829,2.094,2.599,,,,
3830,1.663,2.142,,,,
3831,1.116,1.341,,,,
3832,0.694,1.321,,,,
3833,-2.343,-3.083,,,,
3834,1.238,2.248,,,,
3835,-0.803,-0.799,,,,
3836,2.006,2.089,,,,
3837,1.480,2.597,,,,
3838,-0.277,-0.889,,,,
3839,0.575,0.406,,,,
3840,1.087,1.128,,,,
3841,1.643,3.515,,,,
3842,1.166,1.473,,,,
3843,1.502,1.989,,,,
3844,-1.020,-1.581,,,,
3845,0.481,0.261,,,,
3846,1.412,2.459,,,,
3847,1.695,2.355,,,,
3848,0.686,2.127,,,,
3849,1.822,3.124,,,,
3850,1.034,1.673,,,,
3851,1.724,2.429,,,,
3852,0.919,1.283,,,,
3853,2.039,2.723,,,,
3854,2.189,2.938,,,,
3855,1.953,3.315,,,,
3856,1.275,2.333,,,,
3857,1.035,1.689,,,,
3858,1.138,1.777,,,,
3859,0.431,0.503,,,,
3860,1.508,2.971,,,,
3861,-0.659,-1.040,,,,
3862,2.454,3.602,,,,
3863,-0.931,-2.024,,,,
3864,1.807,2.140,,,,
3865,2.073,2.873,,,,
3866,1.408,2.724,,,,
3867,-0.947,-1.792,,,,
3868,3.033,4.352,,,,
3869,2.575,3.857,,,,
3870,1.140,1.752,,,,
3871,-0.034,-1.190,,,,
3872,0.549,0.591,,,,
3873,-0.363,-0.367,,,,
3874,0.925,1.428,,,,
3875,2.225,2.838,,,,
3876,1.963,3.349,,,,
3877,1.143,0.988,,,,
3878,0.759,1.101,,,,
3879,1.180,1.066,,,,
3880,0.933,1.018,,,,
3881,-0.770,-1.613,,,,
3882,0.295,0.547,,,,
3883,2.695,3.802,,,,
3884,0.100,0.472,,,,
3885,1.171,1.043,,,,
3886,0.724,1.435,,,,
3887,-1.028,-1.562,,,,
3888,-0.106,0.194,,,,
3889,1.140,1.596,,,,
3890,1.934,3.200,,,,
3891,1.002,1.557,,,,
3892,-0.295,-0.534,,,,
3893,0.744,1.697,,,,
3894,0.248,0.360,,,,
3895,0.708,1.228,,,,
3896,0.819,2.001,,,,
3897,0.710,2.271,,,,
3898,2.925,4.807,,,,
3899,0.004,-0.571,,,,
3900,0.391,0.762,,,,
3901,1.540,2.409,,,,
3902,0.889,0.611,,,,
3903,0.150,0.588,,,,
3904,2.285,3.419,,,,
3905,-0.172,-0.677,,,,
3906,-0.650,-0.740,,,,
3907,-1.266,-2.380,,,,
3908,1.998,3.209,,,,
3909,0.986,1.110,,,,
3910,0.107,-0.380,,,,
3911,-0.859,-0.875,,,,
3912,0.774,0.979,,,,
3913,0.613,1.127,,,,
3914,2.168,3.218,,,,
3915,1.458,1.701,,,,
3916,0.916,1.216,,,,
3917,1.535,1.939,,,,
3918,2.531,3.850,,,,
3919,0.406,0.969,,,,
3920,2.368,3.545,,,,
3921,1.569,2.645,,,,
3922,1.683,2.361,,,,
3923,0.074,0.855,,,,
3924,2.487,3.521,,,,
3925,0.866,1.463,,,,
3926,-0.460,-0.429,,,,
3927,1.341,1.645,,,,
3928,0.265,-0.093,,,,
3929,-0.291,-0.898,,,,
3930,2.223,3.536,,,,
3931,0.922,1.017,,,,
3932,0.145,-0.334,,,,
3933,2.113,2.770,,,,
3934,-0.337,-0.537,,,,
3935,-0.196,0.009,,,,
3936,1.013,2.762,,,,
3937,0.444,0.834,,,,
3938,0.578,0.861,,,,
3939,0.776,0.745,,,,
3940,1.536,2.730,,,,
3941,1.489,2.038,,,,
3942,0.584,0.681,,,,
3943,1.633,3.487,,,,
3944,0.051,-0.549,,,,
3945,0.320,-0.105,,,,
3946,1.894,2.896,,,,
3947,0.305,-0.086,,,,
3948,0.166,0.042,,,,
3949,0.874,0.728,,,,
3950,0.425,0.813,,,,
3951,2.326,3.465,,,,
3952,1.351,2.186,,,,
3953,0.803,0.613,,,,
3954,0.437,0.408,,,,
3955,0.909,2.464,,,,
3956,1.679,2.668,,,,
3957,2.465,3.597,,,,
3958,1.601,2.785,,,,
3959,0.079,-0.482,,,,
3960,0.912,0.921,,,,
3961,-0.414,-0.734,,,,
3962,0.174,-0.058,,,,
3963,0.794,1.589,,,,
3964,0.595,1.441,,,,
3965,1.417,2.697,,,,
3966,1.700,1.858,,,,
3967,0.996,1.926,,,,
3968,3.848,6.422,,,,
3969,2.384,3.784,,,,
3970,1.019,2.300,,,,
3971,-0.852,-1.507,,,,
3972,1.533,2.104,,,,
3973,0.644,1.472,,,,
3974,1.910,2.984,,,,
3975,1.203,2.186,,,,
3976,0.374,0.316,,,,
3977,1.151,0.935,,,,
3978,-0.166,-0.433,,,,
3979,0.601,1.258,,,,
3980,0.275,0.496,,,,
3981,0.954,1.509,,,,
3982,2.015,2.653,,,,
3983,2.429,4.605,,,,
3984,1.093,1.007,,,,
3985,1.577,2.015,,,,
3986,1.252,1.591,,,,
3987,1.927,3.524,,,,
3988,1.915,2.772,,,,
3989,1.937,3.012,,,,
3990,0.182,-0.026,,,,
3991,-0.031,0.829,,,,
3992,1.879,2.463,,,,
3993,0.949,1.666,,,,
3994,2.234,4.065,,,,
3995,0.939,2.107,,,,
3996,-0.479,0.028,,,,
3997,2.505,3.166,,,,
3998,2.487,4.098,,,,
3999,0.086,0.280,,,,
4000,1.761,2.026,,,,
4001,0.769,1.573,,,,
4002,0.204,0.017,,,,
4003,-0.115,-0.122,,,,
4004,0.732,0.919,,,,
4005,1.901,2.660,,,,
4006,-0.087,-0.964,,,,
4007,-0.572,-0.920,,,,
4008,-0.055,0.013,,,,
4009,0.584,0.020,,,,
4010,0.901,0.649,,,,
4011,0.067,-0.233,,,,
4012,1.538,2.135,,,,
4013,1.327,2.410,,,,
4014,1.781,2.637,,,,
4015,-0.184,-0.221,,,,
4016,-1.111,-1.689,,,,
4017,-0.058,-0.729,,,,
4018,1.154,1.652,,,,
4019,0.740,0.534,,,,
4020,0.728,0.975,,,,
4021,0.773,1.410,,,,
4022,0.707,0.938,,,,
4023,0.194,0.128,,,,
4024,-0.403,0.115,,,,
4025,1.925,3.442,,,,
4026,1.923,2.863,,,,
4027,1.215,1.965,,,,
4028,1.243,1.270,,,,
4029,0.367,-0.220,,,,
4030,0.150,0.482,,,,
4031,0.033,-0.555,,,,
4032,0.591,0.903,,,,
4033,0.788,1.671,,,,
4034,1.801,3.554,,,,
4035,0.493,1.052,,,,
4036,0.654,0.603,,,,
4037,2.597,4.505,,,,
4038,-0.133,0.038,,,,
4039,-0.068,-0.030,,,,
4040,-0.408,-0.474,,,,
4041,1.195,1.483,,,,
4042,2.254,2.899,,,,
4043,1.578,2.740,,,,
4044,0.984,0.456,,,,
4045,1.277,2.310,,,,
4046,0.609,0.616,,,,
4047,1.020,1.917,,,,
4048,0.759,1.133,,,,
4049,1.385,2.229,,,,
4050,-0.327,0.425,,,,
4051,1.438,2.714,,,,
4052,0.807,1.750,,,,
4053,1.684,2.645,,,,
4054,0.337,-0.172,,,,
4055,2.742,3.438,,,,
4056,0.561,0.441,,,,
4057,1.433,3.186,,,,
4058,1.817,2.832,,,,
4059,2.218,3.749,,,,
4060,0.281,-0.122,,,,
4061,1.358,1.903,,,,
4062,-0.365,-0.368,,,,
4063,0.745,1.462,,,,
4064,2.243,3.776,,,,
4065,2.428,2.857,,,,
4066,0.581,0.284,,,,
4067,0.219,-0.256,,,,
4068,1.299,2.112,,,,
4069,0.936,0.773,,,,
4070,0.699,0.864,,,,
4071,0.774,0.263,,,,
4072,0.933,1.129,,,,
4073,0.690,1.160,,,,
4074,0.661,1.044,,,,
4075,1.959,2.919,,,,
4076,-1.172,-1.522,,,,
4077,0.257,0.275,,,,
4078,1.488,1.253,,,,
4079,2.445,3.847,,,,
4080,1.398,3.306,,,,
4081,2.010,2.179,,,,
4082,1.201,1.743,,,,
4083,-0.984,-1.700,,,,
4084,0.866,1.229,,,,
4085,1.512,1.889,,,,
4086,0.565,0.622,,,,
4087,1.954,2.319,,,,
4088,0.050,1.143,,,,
4089,0.102,0.215,,,,
4090,0.416,1.610,,,,
4091,1.408,1.262,,,,
4092,1.320,2.345,,,,
4093,0.672,1.154,,,,
4094,1.467,2.045,,,,
4095,-0.518,-0.999,,,,
4096,0.882,1.606,,,,
4097,-0.204,-1.241,,,,
4098,0.902,1.826,,,,
4099,0.013,-0.333,,,,
4100,0.987,1.171,,,,
4101,0.049,-0.161,,,,
4102,1.180,2.412,,,,
4103,-0.732,-1.191,,,,
4104,1.042,1.659,,,,
4105,1.714,3.279,,,,
4106,-0.157,-0.182,,,,
4107,2.409,3.467,,,,
4108,0.271,0.611,,,,
4109,0.808,1.616,,,,
4110,-0.030,0.223,,,,
4111,1.359,2.447,,,,
4112,-1.938,-4.270,,,,
4113,-1.328,-2.872,,,,
4114,-0.763,-1.518,,,,
4115,1.446,1.546,,,,
4116,0.778,1.171,,,,
4117,0.816,0.670,,,,
4118,1.602,3.011,,,,
4119,1.523,2.671,,,,
4120,0.539,1.462,,,,
4121,1.656,3.008,,,,
4122,2.276,3.763,,,,
4123,1.098,2.400,,,,
4124,1.235,1.950,,,,
4125,0.435,-0.071,,,,
4126,2.022,3.280,,,,
4127,0.614,1.404,,,,
4128,-0.853,-1.501,,,,
4129,1.713,2.483,,,,
4130,2.560,2.526,,,,
4131,1.494,3.081,,,,
4132,-0.622,-1.048,,,,
4133,0.349,-0.362,,,,
4134,0.661,0.705,,,,
4135,-2.194,-3.117,,,,
4136,1.588,2.294,,,,
4137,2.129,3.747,,,,
4138,0.990,1.593,,,,
4139,1.421,1.591,,,,
4140,2.694,4.471,,,,
4141,2.483,4.517,,,,
4142,1.300,1.605,,,,
4143,1.691,2.442,,,,
4144,0.499,1.348,,,,
4145,2.059,3.238,,,,
4146,0.676,1.061,,,,
4147,0.486,0.959,,,,
4148,1.926,2.840,,,,
4149,0.611,1.579,,,,
4150,-0.155,0.965,,,,
4151,0.344,0.313,,,,
4152,0.575,1.582,,,,
4153,0.193,0.044,,,,
4154,2.324,3.799,,,,
4155,0.086,0.000,,,,
4156,0.445,0.430,,,,
4157,2.288,3.528,,,,
4158,1.021,2.249,,,,
4159,1.513,1.832,,,,
4160,1.065,1.864,,,,
4161,1.222,2.729,,,,
4162,0.133,-0.305,,,,
4163,-0.092,0.918,,,,
4164,0.950,1.847,,,,
4165,1.595,3.286,,,,
4166,1.502,2.817,,,,
4167,1.250,2.065,,,,
4168,0.271,0.013,,,,
4169,2.766,4.524,,,,
4170,0.588,1.287,,,,
4171,2.291,3.737,,,,
4172,1.501,2.012,,,,
4173,0.798,1.359,,,,
4174,0.714,1.570,,,,
4175,0.711,1.520,,,,
4176,0.742,1.057,,,,
4177,1.819,2.497,,,,
4178,0.651,1.014,,,,
4179,0.826,1.456,,,,
4180,0.703,0.652,,,,
4181,0.140,-0.024,,,,
4182,0.479,1.039,,,,
4183,1.129,2.614,,,,
4184,1.391,2.419,,,,
4185,0.366,1.010,,,,
4186,0.768,0.990,,,,
4187,-0.027,-0.489,,,,
4188,0.605,0.865,,,,
4189,0.364,0.466,,,,
4190,1.779,2.890,,,,
4191,1.073,1.804,,,,
4192,-1.308,-1.659,,,,
4193,1.067,1.552,,,,
4194,0.519,0.825,,,,
4195,-0.002,0.244,,,,
4196,1.239,2.419,,,,
4197,2.944,3.741,,,,
4198,1.475,2.037,,,,
4199,2.372,3.599,,,,
4200,2.548,2.977,,,,
4201,0.846,1.036,,,,
4202,1.049,2.098,,,,
4203,-0.172,-0.468,,,,
4204,0.202,-0.061,,,,
4205,0.540,0.660,,,,
4206,1.742,2.075,,,,
4207,0.664,1.035,,,,
4208,1.204,1.574,,,,
4209,0.008,1.335,,,,
4210,1.160,1.801,,,,
4211,0.940,2.561,,,,
4212,1.544,1.961,,,,
4213,-0.150,-0.648,,,,
4214,0.525,0.133,,,,
4215,2.653,3.403,,,,
4216,1.026,1.658,,,,
4217,1.599,2.128,,,,
4218,2.774,4.111,,,,
4219,1.458,1.692,,,,
4220,0.938,1.609,,,,
4221,0.509,0.360,,,,
4222,1.617,2.050,,,,
4223,2.140,3.476,,,,
4224,2.562,3.674,,,,
4225,-0.396,-0.252,,,,
4226,0.453,0.312,,,,
4227,-0.816,-1.184,,,,
4228,0.909,0.974,,,,
4229,1.268,2.574,,,,
4230,0.604,0.428,,,,
4231,0.779,0.982,,,,
4232,1.481,2.805,,,,
4233,0.599,0.398,,,,
4234,0.568,1.238,,,,
4235,1.258,2.542,,,,
4236,0.936,1.695,,,,
4237,1.869,3.591,,,,
4238,0.140,0.861,,,,
4239,1.893,2.210,,,,
4240,0.105,0.371,,,,
4241,1.501,1.994,,,,
4242,1.073,1.869,,,,
4243,1.377,1.624,,,,
4244,1.368,2.159,,,,
4245,0.105,0.001,,,,
4246,0.116,0.446,,,,
4247,1.579,2.269,,,,
4248,-0.017,-0.223,,,,
4249,2.002,3.561,,,,
4250,0.915,1.668,,,,
4251,1.271,1.948,,,,
4252,0.032,0.586,,,,
4253,1.186,1.612,,,,
4254,1.468,2.408,,,,
4255,1.197,2.206,,,,
4256,-0.369,-0.244,,,,
4257,0.984,1.098,,,,
4258,3.469,5.287,,,,
4259,1.087,1.875,,,,
4260,-1.942,-2.405,,,,
4261,1.993,3.576,,,,
4262,0.731,1.259,,,,
4263,1.970,3.452,,,,
4264,1.464,2.059,,,,
4265,1.270,1.587,,,,
4266,2.100,3.068,,,,
4267,1.929,2.340,,,,
4268,1.015,1.750,,,,
4269,0.960,1.623,,,,
4270,1.962,3.003,,,,
4271,2.331,3.381,,,,
4272,0.606,0.753,,,,
4273,1.425,2.040,,,,
4274,1.789,2.575,,,,
4275,1.809,3.324,,,,
4276,1.238,1.849,,,,
4277,1.732,2.664,,,,
4278,1.751,2.583,,,,
4279,0.676,0.701,,,,
4280,0.337,-0.287,,,,
4281,1.183,2.083,,,,
4282,0.813,1.373,,,,
4283,1.359,2.458,,,,
4284,1.088,1.611,,,,
4285,2.427,3.627,,,,
4286,0.845,1.645,,,,
4287,2.282,2.440,,,,
4288,1.119,2.031,,,,
4289,1.240,1.096,,,,
4290,1.579,2.485,,,,
4291,1.352,2.010,,,,
4292,1.625,2.308,,,,
4293,1.864,2.569,,,,
4294,2.776,4.038,,,,
4295,-0.026,-0.487,,,,
4296,1.645,2.762,,,,
4297,1.265,1.225,,,,
4298,-1.024,-1.859,,,,
4299,1.822,2.821,,,,
4300,2.022,2.377,,,,
4301,-0.016,-0.141,,,,
4302,-0.604,-0.661,,,,
4303,0.004,0.043,,,,
4304,1.982,2.316,,,,
4305,2.139,3.905,,,,
4306,1.920,2.653,,,,
4307,2.358,4.782,,,,
4308,1.075,1.646,,,,
4309,0.208,0.807,,,,
4310,0.788,0.384,,,,
4311,1.690,1.813,,,,
4312,1.178,1.575,,,,
4313,0.355,0.152,,,,
4314,1.951,2.822,,,,
4315,2.860,4.349,,,,
4316,-0.652,-0.579,,,,
4317,2.979,4.737,,,,
4318,1.338,1.383,,,,
4319,1.169,1.419,,,,
4320,0.918,1.124,,,,
4321,0.819,1.227,,,,
4322,1.598,2.821,,,,
4323,2.862,4.124,,,,
4324,-1.769,-2.371,,,,
4325,0.943,0.817,,,,
4326,1.244,2.291,,,,
4327,-0.107,-0.411,,,,
4328,2.627,3.866,,,,
4329,0.766,1.662,,,,
4330,1.436,2.195,,,,
4331,1.138,0.806,,,,
4332,0.237,-0.407,,,,
4333,1.380,1.489,,,,
4334,2.130,4.227,,,,
4335,-0.972,-1.874,,,,
4336,1.818,3.750,,,,
4337,0.139,0.528,,,,
4338,2.305,3.184,,,,
4339,2.709,3.874,,,,
4340,1.312,1.955,,,,
4341,1.521,1.731,,,,
4342,1.435,1.627,,,,
4343,0.500,0.840,,,,
4344,-1.787,-2.772,,,,
4345,0.150,-0.760,,,,
4346,0.897,1.653,,,,
4347,0.174,-0.083,,,,
4348,-1.266,-1.622,,,,
4349,1.457,2.533,,,,
4350,0.386,-0.201,,,,
4351,1.852,3.266,,,,
4352,3.417,5.852,,,,
4353,1.566,1.990,,,,
4354,0.413,1.464,,,,
4355,1.441,1.812,,,,
4356,-0.726,-1.202,,,,
4357,-0.825,-1.093,,,,
4358,0.836,1.532,,,,
4359,1.460,2.311,,,,
4360,0.955,0.855,,,,
4361,2.284,3.328,,,,
4362,3.185,5.787,,,,
4363,0.375,0.670,,,,
4364,-0.474,-1.305,,,,
4365,0.030,0.366,,,,
4366,0.250,0.086,,,,
4367,0.307,1.202,,,,
4368,1.022,1.979,,,,
4369,0.074,-0.577,,,,
4370,4.167,6.919,,,,
4371,-0.277,-0.428,,,,
4372,0.371,0.164,,,,
4373,-0.170,-0.619,,,,
4374,2.433,3.424,,,,
4375,0.824,1.410,,,,
4376,2.193,3.450,,,,
4377,-0.162,-0.382,,,,
4378,1.463,2.168,,,,
4379,2.967,4.411,,,,
4380,2.295,3.817,,,,
4381,-0.067,-1.423,,,,
4382,0.908,1.528,,,,
4383,-0.297,0.094,,,,
4384,1.022,1.481,,,,
4385,3.497,5.102,,,,
4386,1.303,2.378,,,,
4387,0.189,0.224,,,,
4388,1.091,1.584,,,,
4389,0.734,1.621,,,,
4390,-1.104,-1.981,,,,
4391,3.201,5.107,,,,
4392,0.555,1.047,,,,
4393,1.541,2.720,,,,
4394,2.075,2.537,,,,
4395,0.602,0.745,,,,
4396,1.249,2.718,,,,
4397,1.367,1.989,,,,
4398,-0.643,-1.076,,,,
4399,2.572,3.659,,,,
4400,1.212,1.566,,,,
4401,3.070,4.514,,,,
4402,0.449,0.837,,,,
4403,1.853,2.544,,,,
4404,1.103,1.355,,,,
4405,1.096,1.976,,,,
4406,0.802,1.124,,,,
4407,1.361,2.339,,,,
4408,-0.499,-0.146,,,,
4409,-0.157,0.624,,,,
4410,1.303,1.133,,,,
4411,-0.588,-0.865,,,,
4412,0.753,0.841,,,,
4413,0.106,0.707,,,,
4414,2.906,4.628,,,,
4415,2.359,4.214,,,,
4416,0.075,-0.503,,,,
4417,1.012,1.141,,,,
4418,0.147,-0.135,,,,
4419,0.306,0.426,,,,
4420,0.605,1.417,,,,
4421,-1.549,-1.945,,,,
4422,1.394,1.300,,,,
4423,-0.630,-0.695,,,,
4424,2.942,4.988,,,,
4425,1.013,1.888,,,,
4426,1.165,1.563,,,,
4427,1.619,2.608,,,,
4428,0.343,0.721,,,,
4429,1.098,1.537,,,,
4430,1.741,2.565,,,,
4431,0.921,1.349,,,,
4432,1.020,1.322,,,,
4433,-0.615,-1.388,,,,
4434,2.264,3.247,,,,
4435,-0.152,0.217,,,,
4436,0.278,0.582,,,,
4437,2.623,4.355,,,,
4438,-0.674,-0.433,,,,
4439,0.948,0.500,,,,
4440,0.410,1.330,,,,
4441,0.612,0.387,,,,
4442,-0.664,-1.917,,,,
4443,0.182,0.342,,,,
4444,2.177,3.625,,,,
4445,0.363,0.990,,,,
4446,-1.185,-1.638,,,,
4447,0.725,1.090,,,,
4448,-0.039,0.658,,,,
4449,0.007,1.412,,,,
4450,2.062,3.013,,,,
4451,-1.261,-2.663,,,,
4452,1.073,1.538,,,,
4453,1.070,1.999,,,,
4454,-0.460,-0.125,,,,
4455,1.284,2.029,,,,
4456,1.357,1.448,,,,
4457,-0.492,-0.248,,,,
4458,1.341,2.968,,,,
4459,0.244,-0.419,,,,
4460,1.443,1.995,,,,
4461,1.979,3.373,,,,
4462,1.545,3.369,,,,
4463,0.712,0.658,,,,
4464,2.121,3.290,,,,
4465,1.891,3.636,,,,
4466,2.049,2.869,,,,
4467,1.672,2.924,,,,
4468,0.124,0.702,,,,
4469,2.513,4.364,,,,
4470,1.862,2.814,,,,
4471,2.059,3.184,,,,
4472,1.140,2.318,,,,
4473,0.277,1.047,,,,
4474,0.930,1.382,,,,
4475,0.964,2.480,,,,
4476,-0.017,0.381,,,,
4477,1.590,2.430,,,,
4478,1.392,2.866,,,,
4479,1.098,0.764,,,,
4480,2.593,3.913,,,,
4481,2.030,2.371,,,,
4482,1.470,1.989,,,,
4483,-0.038,-0.415,,,,
4484,1.287,1.614,,,,
4485,1.157,1.921,,,,
4486,3.102,4.061,,,,
4487,-0.779,-1.806,,,,
4488,2.225,3.619,,,,
4489,0.232,0.507,,,,
4490,1.546,1.844,,,,
4491,1.547,1.768,,,,
4492,-0.336,-0.911,,,,
4493,0.752,2.512,,,,
4494,-1.561,-3.236,,,,
4495,-0.359,-0.286,,,,
4496,-0.756,-0.418,,,,
4497,1.158,2.070,,,,
4498,0.111,0.125,,,,
4499,1.215,1.316,,,,
4500,-0.447,-1.317,,,,
4501,-0.248,-0.198,,,,
4502,0.493,0.807,,,,
4503,1.163,1.755,,,,
4504,0.096,0.859,,,,
4505,1.323,1.861,,,,
4506,1.738,1.688,,,,
4507,1.518,2.558,,,,
4508,0.590,1.717,,,,
4509,-0.099,-0.906,,,,
4510,1.285,1.433,,,,
4511,-0.098,0.505,,,,
4512,0.425,0.686,,,,
4513,0.231,0.035,,,,
4514,1.136,1.531,,,,
4515,1.010,1.751,,,,
4516,-0.657,-1.021,,,,
4517,1.289,1.666,,,,
4518,1.566,2.294,,,,
4519,1.639,2.938,,,,
4520,0.054,0.577,,,,
4521,0.609,1.369,,,,
4522,-1.190,-1.253,,,,
4523,2.745,4.533,,,,
4524,1.509,2.447,,,,
4525,1.599,2.039,,,,
4526,0.146,0.207,,,,
4527,1.056,0.728,,,,
4528,0.247,-0.195,,,,
4529,2.002,2.930,,,,
4530,2.573,4.241,,,,
4531,0.829,1.693,,,,
4532,1.362,3.247,,,,
4533,-1.055,-1.399,,,,
4534,0.091,-0.098,,,,
4535,2.603,2.944,,,,
4536,1.180,1.885,,,,
4537,0.606,0.339,,,,
4538,-0.056,0.030,,,,
4539,1.703,2.516,,,,
4540,0.669,1.120,,,,
4541,1.368,1.796,,,,
4542,1.286,2.640,,,,
4543,0.168,0.502,,,,
4544,0.681,1.556,,,,
4545,1.137,2.309,,,,
4546,1.419,2.160,,,,
4547,1.245,1.848,,,,
4548,2.461,2.907,,,,
4549,0.787,0.626,,,,
4550,1.626,2.283,,,,
4551,-0.178,0.752,,,,
4552,0.880,0.813,,,,
4553,2.427,3.257,,,,
4554,0.065,-0.452,,,,
4555,0.759,1.399,,,,
4556,1.668,2.196,,,,
4557,1.482,2.603,,,,
4558,0.873,1.438,,,,
4559,4.125,6.294,,,,
4560,0.751,0.528,,,,
4561,0.507,0.898,,,,
4562,2.548,3.248,,,,
4563,1.993,2.938,,,,
4564,0.235,-0.552,,,,
4565,1.011,1.619,,,,
4566,1.291,2.209,,,,
4567,0.069,-0.029,,,,
4568,1.085,1.645,,,,
4569,1.463,2.907,,,,
4570,2.741,4.407,,,,
4571,1.057,1.622,,,,
4572,0.750,1.729,,,,
4573,1.171,1.371,,,,
4574,-0.305,-1.079,,,,
4575,1.262,2.385,,,,
4576,0.362,0.661,,,,
4577,0.505,1.358,,,,
4578,-0.064,1.085,,,,
4579,2.237,3.226,,,,
4580,0.268,-0.572,,,,
4581,1.336,2.043,,,,
4582,-0.323,-1.084,,,,
4583,2.433,3.701,,,,
4584,0.970,1.953,,,,
4585,0.966,1.607,,,,
4586,-0.072,-0.193,,,,
4587,1.146,1.543,,,,
4588,1.256,2.148,,,,
4589,2.252,2.797,,,,
4590,1.561,2.542,,,,
4591,-0.391,-0.610,,,,
4592,1.185,2.288,,,,
4593,1.946,2.726,,,,
4594,0.020,0.542,,,,
4595,2.299,3.759,,,,
4596,0.798,0.840,,,,
4597,2.524,3.571,,,,
4598,0.951,1.517,,,,
4599,1.901,2.396,,,,
4600,0.166,-0.403,,,,
4601,1.468,2.105,,,,
4602,2.266,2.926,,,,
4603,0.625,0.660,,,,
4604,1.143,2.034,,,,
4605,0.138,0.530,,,,
4606,0.367,0.775,,,,
4607,0.491,0.284,,,,
4608,0.401,0.457,,,,
4609,1.148,1.896,,,,
4610,1.579,3.079,,,,
4611,1.044,2.155,,,,
4612,0.991,0.933,,,,
4613,0.581,1.068,,,,
4614,0.859,0.983,,,,
4615,2.666,3.608,,,,
4616,1.679,2.630,,,,
4617,2.648,4.486,,,,
4618,1.000,1.336,,,,
4619,2.390,4.261,,,,
4620,0.818,1.193,,,,
4621,1.030,1.443,,,,
4622,1.323,1.944,,,,
4623,-0.780,-1.084,,,,
4624,1.815,2.453,,,,
4625,0.214,0.588,,,,
4626,0.697,1.799,,,,
4627,1.361,2.085,,,,
4628,-0.085,-0.494,,,,
